,id,Barbecue,Christmas,Easter,Fall,French,Greek,Main Dishes,Mediterranean,Moroccan,Passover,Spring,Summer,Sunday Lunch,Valentine's Day,Winter
158,Lamb-Chops-With-Feta-_-Cheese---Nuwave_Flavorwave-565687,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Marinated-Greek-Kebabs-My-Recipes,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Orzo-With-Lamb_-Lima-Beans-And-Feta-Epicurious,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Broiled-Halibut-With-Tomatoes_-Olives-_-Garlic-543802,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Seared-White-Fish-With-Olive-Relish-_-Lemon-Mashed-Potatoes-537549,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Chicken-Bake-Mediterranean-Style-533388,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Swanson-Mediterranean-Chicken-535319,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Mediterranean-Leg-of-Lamb-MyRecipes-260865,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Farfalle-with-Garbanzo-Beans-and-Spinach-MyRecipes-261168,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Yogurt_marinated-Lamb-Kebabs-My-Recipes,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Grilled-Mediterranean-Chicken-Pizza-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Mediterranean-Grilled-Chicken-Kebabs-Food_com-182402,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Mediterranean-Vegetable-Pie-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Lamb_and_eggplant-Loaf-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Greek-Pasta-With-Grilled-Chicken-_Flat-Belly-Diet-Recipe_-510872,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Couscous-Loaf-With-Feta_-Eggplant_-And-Onion-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Mediterranean-Tilapia-MyRecipes-209755,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Mediterranean-Spinach-Lasagna-MyRecipes-260943,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Mediterranean-Scallops-and-Lentils-MyRecipes-261207,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Mediterranean-Wild-Rice-_-Pasta-With-Sun-Dried-Tomatoes-562464,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Tuna-with-Mediterranean-Lentil-Salad-AllRecipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Mediterranean-Chicken-With-Dried-Apricots-_-Prunes-536132,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Grilled-Vegetable-Pizza-With-Feta-And-Spinach-My-Recipes,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Easy-Mediterranean-Pasta-AllRecipes-40362,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Pan_roasted-Pork-Tenderloin-With-Olives-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Lamb-Calzones-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Pasta-with-Tuna_-Tomatoes_-Garlic_-Capers_-and-Olives-Food-Network-279920,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Mediterranean-Vegetable_-White-Bean-_-Feta-Penne-570343,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Mediterranean-_-Meat_-Loaf-551915,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Greek-Pasta-With-White-Beans-and-Spinach-536938,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Chicken-_-Mushrooms-_Greek-Style_-567713,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Warm-Salad-of-Asparagus-Spears-and-Seared-Lamb-Chops-With-Fresh-535422,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Mediterranean-Swordfish-Wrapped-in-Prosciutto-Food-Network-279804,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Mediterranean-Tuna-476487,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Shrimp-Scampi-on-Couscous-MyRecipes-220534,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Greek-Snapper-With-Orzo-And-Artichokes-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Olive-Crusted-Rack-of-Lamb-Epicurious-51390,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
195,Greek-Lamb-over-Roasted-Eggplant-MyRecipes-230403,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Greek-Style-Scampi-1172947,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Mediterranean-Stuffed-Eggplant-My-Recipes,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,Sea-Bass-W_-Mediterranean-Vegetables-and-Bouillabaisse-Sauce-_Al-Food_com-139608,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Greek-Lamb-Pilaf-With-Cinnamon-533330,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Greek-Spinach-Pie-MyRecipes-261285,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Mediterranean-Lasagna-_Cooking-Light_-502059,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Red-Snapper-with-Black-Olives_-Capers_-and-Tomatoes-Epicurious-52792,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Mediterranean-Chicken-549375,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Mediterranean-Chicken-_-Pasta-Skillet---Quick-_-Easy-561181,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Greek-Fava-Bean_-Eggplant-_-Olive-Stew-With-Feta-542074,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,_i-Heart-Feta_-Pasta-471665,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Stuffed-Lamb-With-Eggplant-_Aubergine_-_-Feta-490761,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Green-Pasta_-Mediterranean-Style-Food-Network-263035,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Mediterranean-Salmon-Foil-Packets-553932,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Greek-Mixed-Grill-Kabobs-And-Pine-Nut_orzo-Salad-Food-Network,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Stuffed-Leg-of-Lamb-With-Figs_-Almonds-_-Olives-570236,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,Greek-Phyllo-Pie-With-Garlicky-Greens-And-Feta-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Greek-Moussaka-Food-Network-279204,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Rosemary-and-Lime-Roasted-Sea-Bass-with-Mediterranean-Salsa-Food-Network-275970,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,Greek-Baked-Prawns-_Shrimp_-530215,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Mediterranean-Pork-Skewers-Food-Network-272981,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Mediterranean-Grilled-Chicken-and-Grape-Skewers-Food-Network-285685,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Grilled-Catfish-with-Olive-Tomato-Relish-Food-Network-277302,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Mediterranean-Chicken-_-Herbed-White-Beans-547032,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Grilled-Lamb-with-Salsa-Verde-773795,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
221,Lamb-Chops-with-Olive-Salsa-Epicurious-49546,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Mediterranean-Matzo-Lasagna-Food-Network-249802,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,Zesty-Roasted-Chicken-with-Mediterranean-Potatoes-Food-Network-275713,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Lamb-Gyro-with-Tzatziki-Sauce-and-Spicy-Sour-Cream-Sauce-Food-Network-222494,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Classic-Greek-Roasted-Leg-Of-Lamb-With-Lemon-garlic-Potatoes-534414,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,Mediterranean-Pasta-with-Lamb-Meatballs-Food-Network-275254,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Chicken-Thighs-with-Lemon_-Olives_-and-Artichokes-MyRecipes-213446,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0
228,Greek-Red-Snapper-MyRecipes-260256,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Mediterranean-Chicken-en-Papillote-528880,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Couscous-a-la-Greque-539274,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Mediterranean-Lasagna-MyRecipes-252221,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Mediterranean-Spinach-Lasagna-1172957,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Vegetarian-Greek-Stuffed-Zucchini-556359,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Ground-Lamb-Loaf-_-Tzatziki-Sauce-534554,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,_Blanketed_-Eggplant-539091,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
236,Red-Snapper-With-Mediterranean-Ragout-Food-Network,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Braised-mediterranean-cinnamon-chicken-355875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Greek-Meatballs-with-Lemon-and-Arugula-375715,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Open-faced-pitas-with-rotisserie-lamb-with-pomegranate-and-mint_-grilled-tomatoes_-and-greek-slaw-362423,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
240,Greek-Chicken-And-Potatoes-1662778,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Mediterranean-Veg-_-Fish-Bake-With-Pea-_-Sweetcorn-Rice-1625905,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,Mediterranean-Lentil-Casserole-1521679,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Mediterranean-Risotto-with-Sea-Bass-1532024,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Greek-Spaghetti-with-Roasted-Tomatoes_-Feta-and-Olives-1224684,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Mediterranean-Herb-Baked-Chicken-and-Knorr-Flavour-Pots-1034574,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Mediterranean-Tuna-Steaks-1338555,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Mediterranean-Lentil-Casserole-1469527,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,MEDITERRANEAN-SHRIMP-PASTA-991236,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,MEDITERRANEAN-CHORIZO-PASTA-986222,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Lamb-Feta-_-Black-Olive-Burgers-With-Grilled-Zucchini-1286601,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Greek-Lamb-Souvlaki-with-a-Garlic-Yogurt-Dip-1045966,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Ottolenghi_s-Lamb-Kofta-with-Corn_-Zucchini-_-Roasted-Carrot-Salad-and-Homemade-Hummus-1544110,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Mediterranean-Calamari-Stew-1297500,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
