,id,Barbecue,Breads,Fall,Italian,Kid-Friendly,Main Dishes,Spring,Summer,Sunday Lunch,Thanksgiving
221,Italian-Meatballs-1419018,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
222,Linguine-with-Citrus-Roasted-Shrimp-532817,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
223,Stuffed-Shells-I-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
224,Courgette-And-Lemon-Spaghetti-597814,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
225,Chicken-Cacciatore-1614714,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
226,Penne-with-italian-chicken-sausage_-escarole-and-beans-351923,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
227,Slow-Cooker-Bolognese-Sauce-1575718,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
228,Classic-Stuffed-Shells-1499211,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
229,Cheese-Ravioli-568273,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
230,Rigatoni-With-Cheese-And-Italian-Sausage-Epicurious,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
231,Spaghetti-alla-Carbonara-1469518,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
232,Roasted-Shrimp-Risotto-1033271,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
233,Cacio-e-Pepe-1096769,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
234,Spicy-Meatball-514110,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
235,Tuscan-Spaghetti-Bolognese-1351398,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
236,Best-Pizza-Dough-Ever-443119,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
237,Linguine-With-Red-Wine-Bolognese-Sauce-Real-Simple-199117,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
238,Hearty-Italian-Baked-Ziti-1448435,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
239,Baked-Ziti-with-Sausage-1608930,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
240,Garlicky-Shrimp-Scampi-625670,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
241,Tagliatelle-with-Crab-and-Tarragon-459945,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
242,Polenta-Crusted-Italian-Sausage-Pies-1573598,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
243,Rigatoni-in-Spicy-Rose-Sauce-1580802,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
244,One-Pot-Cheesy-Italian-Chicken-and-Pasta-1362917,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
245,Slow-roasted-Pork-And-Red-Wine-Ragu-With-Pappardelle-1589945,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
246,Simplest-gnocchi-329067,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
247,Eggplant-Pasta-with-Red-Pepper-and-Tomato-1247437,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
248,Slow-Cooker-Lasagna-1437077,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
249,Spaghetti-with-Turkey-Bolognese-1124372,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
250,Risotto-Style-Pasta-1068424,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
251,Pesto-Mozzarella-Stuffed-Pork-Chops-1011422,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
252,Italian-Sausage-Bake-with-Guy-Fieri-Mozzarella-_-Parmesan-Cheese-Sausage-1087939,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
253,Crockpot-Tuscan-Sausage-and-White-Bean-Ragu-with-Buttered-Gnocchi_-1583734,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
254,One-Pan-Chicken-with-Sun-Dried-Tomato-Pesto-1577715,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
255,Pasta-alla-Puttanesca-459745,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
256,Crispy-Gnocchi-with-Basil-Pesto-621939,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
257,Uovo-da-Raviolo-_a_k_a_-Runny-Yolk-Ravioli_-with-Sage-Brown-Butter-1612735,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
258,Philadelphia-Smarter-Fettuccine-Alfredo-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
259,Stuffed-Shells-with-Three-Cheese-Stuffing-1312108,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
260,Beef-Bolognese-1566764,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
261,Garlic-Herb-Pizza-Dough-1512383,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
262,Mushroom_-Mascarpone-And-Rosemary-Risotto-1300211,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
263,Eggplant-Parmigiana-1575412,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
264,Pasta-with-Fresh-Tomato-Sauce-529084,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
265,Italian-Sausage-And-Peppers-With-Penne-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
266,Chicken-Cacciatore-1262430,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
267,Carrabbas-Italian-Grill-Linguine-Pescatore-624826,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
268,Orecchiette-with-Ricotta-and-Chard-Pan-Sauce-1027493,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
269,Italian-Rigatoni-Casserole-AllRecipes-39780,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
270,Pasta-With-Pesto-and-Roasted-Tomatoes-1179606,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
271,Pasta-With-15-Minute-Meat-Sauce-1688033,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
272,Whole-Wheat-Pasta-Aglio-e-Olio-1496905,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
273,Parmesan-Italian-Crusted-Salmon-1245972,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
274,Roasted-Zucchini-Lasagna-1642636,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
275,Italian-Stuffed-Peppers-1035347,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
276,Chicken-Parmesan-Lasagna-992566,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
277,Baked-Ziti-1271608,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
278,Brick-Oven-Pizza-_Brooklyn-Style_-748059,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
279,Sun-Dried-Tomato-Pesto-Pasta-628622,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
280,Easy-Cheesy-Italian-Chicken-1116282,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
281,Quick-Basic-Pizza-Dough-534125,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
282,Ricotta-and-meat-cannelloni-348131,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
283,Tagliatelle-Bolognese-1411660,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
284,Chef-Mike-Isabellas-Shrimp-Scampi-1097531,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
285,Wild-mushroom-pizza-302973,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
286,Lasagna-Alfredo-Roll-Ups-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
287,Meatballs-with-Orzo-and-Italian-Vegetables-631144,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
288,Super-Simple-Herbed-Marinara-1233836,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
289,Spaghetti-with-italian-meat-sauce-342211,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
290,Baked-Ziti-with-Italian-Sausage-900372,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
291,Gigi-Tagliatelle-Bolognese-1677695,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
292,Butternut-Squash-Lasagna-504310,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
293,Lasagna-MyRecipes-247393,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
294,Slim-chicken-parmesan-346895,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
295,Creamy-pesto-chicken-pasta-with-bacon-and-veggies-334967,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
296,Chicken-Marinara-TasteOfHome,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
297,One-Pan-Tuscan-Chicken-1448909,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
298,Italian-Style-Stuffed-Peppers-676548,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
299,Tomato-Basil-Chicken-Fettuccine-1491142,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
300,Pan-Roasted-Tomato-_-Mozzarella-Spaghetti-with-Basil-Breadcrumb-Gremolata-571696,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
301,Rigatoni-with-Salami-and-Red-Wine-Sauce-922563,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
302,Vegetarian-Bolognese-With-Fettuccine-1593312,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
303,Spring-Vegetable-Risotto-with-Proscuitto-1611623,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0
304,Easy-Lasagna-Ii-Allrecipes,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
305,Spaghetti-with-Italian-Salsa-Verde-1411479,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
306,Orzo-Risotto-with-Tomato_-Mozzarella_-and-Basil-975367,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
307,Chicken-Sauteed-in-White-Wine-with-Mushrooms-1587566,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,0.0
308,Chicken-Saltimbocca-1071391,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
309,Butternut-Squash-Lasagna-1266913,0.0,0.0,1.0,1,0.0,1,0.0,0.0,0.0,0.0
310,Chicken-Marsala-with-Pancetta-_-Cream-1340817,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
311,Italian-Zucchini-Rustica-Pasta-Pie-1634606,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
312,Saltimbocca-alla-Romana-747892,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
313,Chicken-with-Mustard-Marscapone-Marsala-Sauce-987087,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
314,Creamy-Vegetable-Risotto-1605641,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
315,Italian-Sausage-Spaghetti-Sauce-1051741,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
316,World_s-Best-Pasta-Sauce_-1605792,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
317,One-Pan-Italian-Chicken-Skillet-1251675,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
318,Chicago-Style-Deep-Dish-Pizza-901597,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
319,Vegetarian-lasagna-with-kale-and-mushroom-tomato-sauce-309318,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
320,Chicken-Cacciatore-1554159,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
321,Mama-Corleone_s-Sausage-and-Peppers-1630656,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
322,Ravioli-and-Ricotta-Casserole-1412892,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
323,Homemade-Bolognese-Sauce-992362,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
324,Prosciutto-and-Arugula-Pizza-767436,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
325,Red-Pepper-Pasta-Bake-604835,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
326,Italian-chicken-with-tomatoes-in-the-crock-pot-365101,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
327,Spinach-Lasagna-Roll-Ups-_Red-Sauce_-1221620,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
328,Spaghetti-Puttenesca-Martha-Stewart,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
329,Not-Your-Mommy_s-Lasagna-1625540,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
330,Crockpot-Lasagna-1516649,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
331,Vodka-Penne-_-Penne-Alla-Vodka-933228,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
332,Shrimp-and-Penne-with-Spring-Herb-Pesto-529085,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0
333,Ricotta-Gnocchi-with-Roasted-Carrot-Cream-Sauce-1116373,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
334,Spaghetti-alla-Carbonara-969947,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
335,Polenta-Lasagna-458859,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
336,Beet-Ravioli-with-Goat-Cheese-1564979,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
337,Mushroom-and-Gorgonzola-Risotto-684828,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
338,Ricotta-Gnocchi-1617836,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
339,Grilled-Vegetable-Risotto-977144,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
340,Bolognese-Sauce-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
341,Turkey-Bolognese-_-Black-Friday_-604920,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
342,Bolognese-Sauce-Antica-A-True-Taste-of-Italy-1497365,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
343,Creamy-Zoodles-alla-Carbonara-1345507,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
344,Baked-Ziti-For-a-Crowd-1071987,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
345,Tuna-puttanesca-and-penne-348006,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
346,Vegan-Creamy-Sun-dried-Tomato-Pasta-1078240,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
347,Sausage-penne-pasta-369825,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
348,Lasagna-Roll-Ups-alla-Vodka-1127145,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
349,Linguine-With-Prosciutto-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
350,Spinach-Risotto-459605,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
351,All-In-One-Lasagna-1311629,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
352,Italian-Porchetta-1290366,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
353,Classic-Lasagna-Rolls-1481209,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
354,_5-ingredient_-Italian-Caprese-Pasta-1219589,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
355,Guanciale-Pizza-with-Mozzarella-di-Bufala-1178976,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
356,Spinach-Pesto-Pasta-with-Roasted-Red-Peppers-and-Ricotta-487790,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
357,Stuffed-Shells-470142,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
358,Creamy-Pesto-Gnocchi-with-Italian-Sausage-983302,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
359,Asparagus-Gnocchi-with-Shrimp-1558075,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0
360,Bistecca-Alla-Fiorentina-_tuscan-Porterhouse_-Allrecipes,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
361,Gluten-free-Saffron-Risotto-1585713,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
362,Italian-Baked-Ziti-1290343,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
363,Italian-Cream-Cheese-Crockpot-Chicken-and-Rice-933263,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
364,Meat-Lasagna-1119217,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
365,Pasta-with-Roasted-Cauliflower-and-Prosciutto-Simply-Recipes-42688,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
366,Italian-Chicken-Bake-With-Herb-Vinaigrette-1611797,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
367,Meat-and-Mushroom-Lasagna-1578056,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
368,Caprese-Lasagna-Roll-Ups-770949,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
369,Italian-Chefs-Show-World-The-Correct-Way-1035845,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
370,Shrimp-Pasta-alla-Vodka-1520385,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
371,Italian-Meatballs-1406554,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
372,Baked-Manicotti-with-Sun-Dried-Tomatoes-_-Thyme-1015256,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
373,Stuffed-meatballs-with-spaghetti-297824,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
374,Vegetarian-Penne-Pasta-with-Butternut-Squash_-Mushrooms_-Scallions_-and-Goat-Cheese-469399,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
375,Chicken-Piccata-1367202,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
376,Polenta-With-Roasted-Red-Peppers-And-Fontina-Cheese-My-Recipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
377,Chicken-and-penne-in-vodka-cream-sauce-306760,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
378,Campanelle-with-Eggs-and-Capers-1056387,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
379,Ricotta-Gnocchi-1344483,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
380,Rustic-Skillet-Lasagna-1347952,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
381,Loaded-Veggie-Meatless-Spaghetti-1026619,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
382,Pasta-alla-Genovese-1313906,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
383,Tuscan-Lasagna-1468511,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
384,Baked-Italian-Chicken-Breasts-1072093,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
385,Italian-Style-Braised-Beef-757230,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
386,Cheats-Risi-E-Bisi-676304,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
387,Chicken-Piccata-1343588,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
388,Cheesy-Eggplant-Lasagna-1273172,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
389,Crockpot-Lasagna-759773,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
390,Worlds-Best-Spaghetti-Sauce-1050860,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
391,Seafood-Lasagna-1215283,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
392,Calamarata-con-Salsiccia_-Ricotta-e-Piselli-_Calamarata-Pasta-with-Sausage_-Ricotta-and-Peas_-1014063,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
393,Italian-Seasoned-Better-Shrimp-1028907,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
394,Tuscan-Chicken-with-Sage-1014753,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
395,Cheesy-Italian-Stuffed-Peppers-1323024,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
396,Spaghetti-With-Chickpeas-1020195,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
397,Slow-Cooker-Chicken-Cacciatore-963929,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
398,Meatless-Monday-_-Spinach-Lasagna-Rolls-563035,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
399,Italian-glazed-pork-chops-297132,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
400,Chicken-Bellagio-1593433,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
401,Easy-Classic-Italian-Meatloaf-1089121,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
402,Broders-pasta-bar-penne-rosa-al-rosmarino-349933,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
403,Pear-_-Pecorino-Ravioli-with-Walnuts-766509,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
404,Italian-Sausage-Rigatoni-1000299,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
405,Italian-Style-Pork-Chops-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
406,Cheesy-Italian-Skillet-1001794,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
407,Sausage-Pasta-Allrecipes_1,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
408,Eggplant-Parmesan-Casserole-1604012,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
409,Spaghetti-with-Five-Herb-Pesto-1177593,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
410,Easy-baked-pasta-335740,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
411,Ricotta-Gnocchi-Epicurious,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
412,Classic-Osso-Buco-457339,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
413,Tomato-Alfredo-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
414,Fresh-made-Pasta-with-Chicken-Spinach-Alfredo-Sauce-568354,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
415,Mushroom-Risotto-with-Marsala-Wine-1631849,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
416,Lemon-Chicken-Risotto-1552640,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
417,Spaghetti-alla-Carbonara-1583152,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
418,Ricotta-Cheese-Gnocchi-1357442,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
419,Paleo-Meatballs-that-will-fool-your-Italian-grandmother_-_AIP-friendly_-1275140,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
420,Fast-and-Easy-Ravioli-with-Spinach-and-Cheese-1384458,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
421,Manicotti-For-Two-TasteOfHome,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
422,Creamy-tuscan-white-bean-pasta-333594,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
423,Pesto-Gnocchi-1181464,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
424,Stuffed-shells-364955,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
425,Mushroom-Gnocchi-With-Sauteed-Spinach-_-Mushroom-Topping-1025459,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
426,Golden_-Crispy-Gnocchi-with-Summer-Shell-Beans-443161,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
427,HOMEMADE-SPAGHETTI-SAUCE-_Italian-Sausage-Marinara_-1270262,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
428,Gnocchi-Casserole-1178891,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
429,Lighter-Eggplant-Parmesan-Martha-Stewart,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
430,Pizza-Rustica-1627105,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
431,Italian-Style-Turkey-1077200,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0
432,Cheesy-Lasagna-Calzones-1015982,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
433,No-Cook-Sun-Gold-Tomato-Pasta-1271335,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
434,Ravioli-Lasagna-1185724,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
435,Linguine-with-Garlic-and-Mushrooms-1425713,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
436,Recipe-for-Whole-Wheat-Spaghetti-with-Garlic_-Chard_-and-Pecorino-Romano-Cheese-1020047,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
437,Simple-Crockpot-Italian-Chicken-1339666,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
438,Spinach-and-Zucchini-Lasagna-682769,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
439,Italian-Ravioli-Casserole-1085121,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
440,Clean-Eating-Baked-Italian-Ziti-1454140,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
441,Italian-Meatballs-in-Creamy-Mushroom-Sauce-1317488,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
442,Sicilian-Sun-Dried-Tomato-Pesto-Penne-1349116,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
443,Italian-chicken-and-rice-casserole-365093,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
