,id,Asian,Barbecue,Filipino,Hawaiian,Kid-Friendly,Korean,Main Dishes,Spring,Summer,Sunday Lunch,Thai,Vietnamese,Winter
183,Spicy-Korean-Beef-Bowl-_Gluten-Free-Bibimbap_-1042754,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
184,Spicy-Hoisin-Skirt-Steak-512466,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
185,Teriyaki-Chicken-With-Bok-Choy-1347486,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
186,Chili-Tofu-1016855,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
187,Asian-Salisbury-Steaks-1535245,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
188,Asian-Five-Spice-Peanut-Sauce-Ribs-1194281,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
189,30-Minute-Green-Curry-Braised-Salmon-1625442,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
190,Fish-Chaufa-1174026,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
191,Noodles-in-Thai-Curry-Sauce-593091,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
192,Drunken-Noodles-with-Tofu-and-Peppers-638366,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
193,Sesame-Chicken-779283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
194,Crock-Pot-Asian-Style-Ribs-574821,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
195,Hummus-sesame-noodles-350028,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
196,Easy-pad-thai-353951,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
197,Chicken-Pad-Thai-1552114,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
198,Korean-Beef-Bowl-1315436,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
199,Pork-Belly-Bibimbap-1628864,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
200,Crock-Pot-Teriyaki-Chicken-1017864,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
201,Orange-Chicken-1192163,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
202,Thai-Fried-Quinoa-474783,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
203,Chicken-Chow-Mein-1364869,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
204,Toriniku-no-Tatsuta-age-_Marinated-Fried-Chicken_-632960,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
205,Thai-Pork-Stir-Fry-1082583,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
206,Easy-Miso-Glazed-Salmon-1210051,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
207,Soba-Buckwheat-Noodles-with-Creamy-Peanut-Sauce-1107228,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
208,Shrimp-Chow-Mein-_One-Pot-Meal_-1514079,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
209,Momofuku-Steak-Ssam-1019505,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
210,Slow-Cooker-Spicy-Cashew-Chicken-1574487,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
211,Steak-Stir-Fry-1442848,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
212,Filipino-Chicken-Adobo-624718,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
213,Spicy-Thai-Style-Pork-with-Tomatoes-1399874,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
214,Spicy-Honey-Grilled-Chicken-998945,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
215,Asian-Orange-Chicken-1242672,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
216,Mayi-Shang-Shu-_Pork-with-Mung-Bean-Threads_-Serious-Eats-200643,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
217,Easy-Thai-Chicken-Stir-Fry-1256115,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
218,Stir-fried-Shirataki-Noodles-with-Prawn-and-Vegetables-1631398,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
219,Lechon-Kawali-_Filipino-Crispy-Fried-Pork-Belly_-1000051,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
220,Red-Curry-1455550,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
221,Sweet-_n-Spicy-Sriracha-Glazed-Salmon-_-Zucchini-_Noodles_-791622,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
222,Fried-Tilapia-in-Sweet-and-Sour-Sauce-1624859,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
223,Ultimate-Spicy-Fried-Rice-1278341,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
224,Spicy-Indian-Chicken-Stir-Fry-1103470,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
225,Hoisin-Pork-Tenderloin-with-Asian-Carrot-Salad-1172513,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
226,Easy-Baked-Spring-Rolls-481056,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
227,Beef-Rendang-1629369,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
228,Thai-Coconut-Lime-Stir-Fry-With-Chicken-1522023,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
229,Tofu-Steak-with-Miso-and-Ginger-1243660,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
230,Shredded-chicken-with-Asian-Ginger-Sauce-1169465,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
231,Mark-Bittman_s-Pad-Thai-Serious-Eats-200111,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
232,Sate-Babi---Indonesian-Pork-Satay-580043,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
233,Thai-Green-Chicken-Curry-Epicurious,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
234,Asian-Marinated-Pork-Chops-AllRecipes-36910,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
235,Chicken-Afritada-Allrecipes,1,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
236,Copycat-Bonefish-Grill-Pan-Asian-Glazed-Shrimp-1034933,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
237,Peanut-Sesame-Noodles-and-Chicken-or-Tofu-Satays-1564088,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
238,Jalapeno-Mango-Chicken-Skillet-1325688,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
239,Korean-BBQ-Short-Ribs-_Gal-Bi_-1605347,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
240,PRE-Brands-Beef-and-Quinoa-Stir-Fry-1681282,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
241,Korean-Rice-Bowl-637006,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
242,Asian-Peanut-Noodles-with-Chicken-Lightened-Up-1586035,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
243,Thai-Style-Chicken-Patties-1049088,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
244,Honey-Sesame-Shrimp-with-Brussels-Sprout-Stir-Fry-1066165,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
245,Grilled-Asian-Chicken-1377343,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
246,Spicy-Grilled-Korean-Pork-with-Asian-Slaw-627669,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
247,Lu-rou-_triple-cooked-spareribs-with-chiles_-344552,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
248,Sunchoke-and-cashew-stir-fry-308638,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
249,Satay-with-Peanut-Sauce-632109,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
250,Mongolian-Beef-MyRecipes-213755,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
251,Udon-Noodle-Wok-with-Peanut-Sauce-1667890,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
252,Teriyaki-Pork-Stir-Fry-932285,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
253,Slow-Cooker-Asian-Chicken-Tacos-1586965,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
254,Asian-style-cod-331494,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
255,Chicken-Satay-Skewers-681189,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
256,Claypot-Cari-With-Sweet-Potato_-Tofu-And-Winter-Greens-1615585,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
257,Ca-Kho-To-Vietnamese-Braised-Fish-in-Clay-Pot-759299,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
258,Poached-Salmon-in-Thai-Red-Curry-1256181,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
259,Slow-Cooker-Teriyaki-Chicken-989008,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
260,Korean-Beef-786457,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
261,Doreen_s-Oriental-Swordfish-Steaks-Allrecipes,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
262,Kimchi-Fried-Rice-637256,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
263,Chicken-and-Broccoli-Stir-Fry-1450826,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
264,Sesame-Chicken-1246220,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
265,Lemongrass-Chicken-with-Cashews-and-Edamame-1620972,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
266,Vegetarian-Thai-Curry-Pizza-_with-tofu_-butternut-squash_-and-coconut-milk_-1685966,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
267,Thai-chicken-drumsticks-348865,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
268,Bulalo-Mami-989043,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
269,Satay-Chicken-or-Beef-1494674,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
270,Five-Spice-Tilapia-497846,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
271,Asian-Microwave-Salmon-1573778,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
272,Slow-Cooked-Pork-Belly-with-Garlic-and-Chili-Glaze-1080016,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
273,Thai-Red-Curry-1569333,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
274,Oven-Roasted-Flounder-with-Bok-Choy_-Cilantro_-and-Lime-680344,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
275,Kung-Pao-Shrimp-1348369,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
276,Asian-Barbecue-Sticky-Tater-Tots-with-Toasted-Sesame-Seeds-1281235,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
277,Vietnamese-caramel-shrimp-370574,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
278,20-Minute-Thai-Basil-Beef-and-Lemongrass-Rice-Bowls_-637696,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
279,Pomegranate-Sweet-and-Sour-Tempeh-_Vegan_-1640930,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
280,Thai-Shrimp-And-Cabbage-TasteOfHome,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
281,Braised-Rolled-Tofu-Skin-Recipe-_Yuba_-1538609,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
282,Sesame-Orange-Chickpeas_-Cabbage_-and-Soba-Noodles-Naturally-Ella-288938,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
283,Spicy-Beef-And-Bok-Choy-993323,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
284,Chicken-with-Peanut-Sauce-457183,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
285,Ultimate-Teriyaki-Stir-Fry-_Vegan_-Gluten-Free_-1116232,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
286,Slow-Baked-Asian-Salmon-with-Wilted-Greens-1078933,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
287,Spicy-Thai-Tofu-With-Red-Bell-Peppers-And-Peanuts-Epicurious,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
288,Seared-Salmon-with-Soy_-Scallions_-and-Ginger-1330318,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
289,Buttermilk-Fried-Hoisin-_-Five-Spice-Chicken-Burgers-1559839,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
290,Bhindi-Fry-Masala-1091277,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
291,Ginger-and-Sesame-Oil-Chicken-485859,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
292,Teriyaki-Chicken-With-Vegetables-1253325,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
293,Fried-Spanish-Mackerel-with-Wasabi-Mayo-1641158,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
294,Easy-Slow-Cooker-Thai-Chicken-579321,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
295,Muu-Satay-_Thai-Pork-Satay_-596409,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
296,Indonesian-Chicken-Curry-1573178,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
297,Crispy-Tofu-with-Kahah-Sauce-1635204,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
298,Spicy-Stir-Fried-Liver-and-Onions-Serious-Eats-290499,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
299,Broiled-Asian-Style-Flat-Iron-Steak-677308,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
300,Gluten-Free-Beef-and-Broccoli-Stir-Fry-1362456,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
301,Quick-Beef-Bulgogi-CBC-Best-Recipes-Ever-575261,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
302,Baked-Orange-Chicken-1015660,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
303,Dak-Bokkeum-with-Spinach-_Korean-Stewed-Chicken-with-Spinach_-MyRecipes-266324,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
304,Asian-Beef-and-Vegetable-Stir_Fry-AllRecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
305,Soy-Citrus-Marinated-Scallops-Epicurious,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
306,Chili-Cashew-Shrimp-Noodles_-596430,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
307,Szechuan-Noodles-With-Spicy-Beef-Sauce-1323541,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
308,Sesame-Salmon-with-Shiitake-Mushrooms-and-Pea-Shoots-762436,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
309,Chicken-Rendang-Malaysian-Coconut-Curry-Chicken-1535303,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
310,Vegan-Pad-See-Ew-_Thai-Soy-Sauce-Noodles_-1235984,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
311,Mongolian-Beef-1419007,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
312,Baked-Asian-Style-Honey-Chicken-1606360,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
313,Honey-Soy-Chicken-Stir-Fry-1471932,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
314,Thai-Style-Fried-Rice-1398794,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
315,Pad-Kee-Mao-AllRecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
316,Malaysian-Chicken-Curry-Dish-I-Adore-Food_-203368,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
317,Mongolian-Beef-and-Spring-Onions-AllRecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
318,Lightened-Up-Pad-Thai-in-Under-15-Minutes-1571280,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
319,Black-sesame-otsu-308740,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
320,Spicy-Thai-Grilled-Chicken-1536483,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
321,Jajangmyeon-_Noodles-in-Black-Bean-Sauce_-987855,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
322,Chicken-Lo-Mein-1171043,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
323,Shrimp-_-Snap-Pea-Stir-Fry-590678,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
324,Thai-Chicken-Allrecipes_1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
325,Easy-Teriyaki-Salmon-1533397,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
326,Slow-Cooker-Honey-Teriyaki-Chicken-_Recipes-1616380,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
327,Tofu-With-Sweet-Soy-Sauce-Dressing-_tahu-Goreng-Kecap_---4-Servings-1581385,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
328,Stir-Fried-Thai-Chicken-with-Peppers-1623014,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
329,Cashew-Cauliflower-in-the-Slow-Cooker-1545222,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
330,Tea-stir-fry-303490,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
331,Vegetable-Chow-Mein-ish-with-Asparagus_-Shiitakes_-and-Edamame-1698850,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
332,Chili-Shrimp-Stir-Fry-1588306,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
333,Forbidden-Black-Rice-Bowls-with-Ginger-Soy-Tofu-1584562,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
334,Asian-Noodle-Bowls-1030855,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
335,Asian-Tofu-and-Vegetable-Stir-Fry-1590850,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
336,Spicy-cabbage-and-chicken-stir-fry-357320,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
337,Tofu-Pad-Thai-1655655,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
338,Chicken-Yakisoba-1343354,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
339,Pan-Fried-Fish-1617138,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
340,Nasi-Lemak-Recipe-_Malaysian-Coconut-Milk-Rice-with-Anchovies-Sambal_-497180,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
341,Chicken-Teriyaki-Bowls-639842,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
342,Easy-Korean-Short-Ribs-and-No-more-Ibuprofen-1616333,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
343,Teriyaki-Chicken-Stir-Fry-with-Noodles-1552397,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
344,Better-Than-Takeout-Orange-Chicken-1049478,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
345,Hoisin-Grilled-Pork-Chops-1108043,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
346,Bacon-Pancit-1451005,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
347,Hoisin-glazed-ribs-343812,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
348,Shrimp-Fried-Rice-1596707,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
349,Gaeng-Panang-Gai-_Panang-Chicken-Curry_-442129,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
350,Almond-soba-noodles-308757,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
351,Asian-Pork-Tenderloin-with-Ginger-Glaze-_Slow-Cooker_-1021890,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
352,Asian-Inspired-Shrimp-Skewers-_Recipe_-1061809,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
353,Soy-Honey-Chicken-1582023,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
354,Korean-Beef-Stir-Fry-1112780,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
355,Tamarind-Chicken-1525172,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
356,Crispy-Fried-Tofu-with-Ginger-Sesame-Sauce-955219,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
357,Sesame-Glazed-Beef-and-Broccoli-987191,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
358,Paleo-Asian-Orange-Chicken-636176,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
359,Hawaiian-style-Salmon-Poke-1473323,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
360,Vietnamese-Beef-Curry-1402564,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
361,Sticky-Thai-Sesame-Chicken-1049384,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
362,Sweet-and-Spicy-Cashew-Chicken-CBC-Best-Recipes-Ever-575273,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
363,Dinner-Tonight_-Pork-Lettuce-Wraps-Serious-Eats-41895,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
364,Easy-Peanut-Noodles-_Vegan_-1586760,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
