,id,Asian,Barbecue,Filipino,Game Day,Hawaiian,Jamaican,Kid-Friendly,Korean,Main Dishes,Passover,Spring,Summer,Sunday Lunch,Thai,Vietnamese
168,Vietnamese-noodle-bowl-with-glazed-pork-347642,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
169,Chilled-Oriental-Sesame-Noodles-1569756,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
170,Chicken-red-curry-stir-fry-with-green-beans-304842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
171,Spiced-Pan-Seared-Salmon-1600445,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
172,Asian-BBQ-Pork-Ribs-1545474,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
173,Chicken-Satay-1097381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
174,Korean-Barbecue-Flank-Steak-625782,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
175,Kalbi-_Korean-BBQ-Short-Ribs_-AllRecipes,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
176,Pork-and-Kim-Chi-Noodle-Stir-Fry-496558,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
177,Hoy-Lai-Ped-_Spicy-Clams-in-Thai-Roasted-Chili-Paste_-496943,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
178,Pan-Fried-Lemongrass-Pork-_Thit-Heo-Chien_-1680057,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
179,Panang-Curry-with-Chicken-AllRecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
180,Thai-Chicken-Curry-1455654,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
181,One-Pot-Asian-Peanut-Chicken-_-Noodles-1631038,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
182,Chicken-Ramen-Stir-Fry-1631186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
183,Mongolian-Lamb-With-Spring-Onions-1687602,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
184,Quick-and-Easy-Cashew-Chicken-939194,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
185,Asian-Marinated-Pork-Chops-1685039,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
186,Adobo-Chicken-With-Ginger-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
187,Kimchee-Jjigae-2_-the-easiest-Korean-stew-you-can-make-611462,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
188,Vegan-Spicy-Peanut-Noodles-1562298,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
189,Jamaican-Pork-Stir-Fry-967471,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
190,Lemongrass-Chicken-Pho-1633163,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
191,Sizzling-Bangus-Sisig-1637305,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
192,Asian-Salmon-and-Green-Beans-Stir-Fry-1041754,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
193,Huli-huli-chicken-369122,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
194,Honey_-Lime-_-Sriracha-Chicken-Skewers-595933,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
195,Asian-Sticky-Wings-1439764,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
196,Chicken-Bulgogi-1588067,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
197,General-tso_s-chicken-_n-broccoli-304276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
198,Easy-Thai-Baked-Chicken-1119391,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
199,Filipino-bbq-pork-skewers-352163,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
200,Mongolian-Beef-1216915,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
201,Crock-pot-sesame-honey-chicken-336079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
202,Chicken-Pad-Thai-1035888,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
203,Chicken-Adobo-492541,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
204,Soba-Noodles-with-Napa-Cabbage-1601096,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
205,Thai-Crispy-Tilapia-with-Chili-Sauce-_Pla-Rad-Prik_-1642903,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
206,Easy-Pork-Stir-Fry-1593653,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
207,Easy-Grilled-Salmon-Recipe-in-Foil-with-Ginger-_-Soy-Sauce-1128293,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
208,Slow-Cooker-Sticky-Garlic-Chicken-1212655,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
209,Vietnamese-Stir-Fry-MyRecipes-244195,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
210,Sweet-_-Sour-Chicken-Fried-Rice-1588310,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
211,15-Minute-Shrimp-Curry-1647427,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
212,Pork-Ribs-With-Palm-Caramel-1684400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
213,Thai-Coconut-Curry-Shrimp-My-Recipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
214,Spicy-pork-lettuce-cups-346052,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
215,Peanut-Noodles-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
216,Salted-Pork-Belly-752480,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
217,Japanese-Soy-Balsamic-Braised-Chicken-1563000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
218,Lemon-Teriyaki-Chicken-1591947,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
219,Sweet-and-Sour-Pork-1632111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
220,15-Minute-Korean-Style-Beef-1026340,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
221,Bibimbap-Two-Ways-1687637,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
222,Vietnamese-Caramelized-Braised-Pork-Belly-and-Eggs-_Thit-Kho_-1041363,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
223,Spicy-Shrimp-Fried-Rice-1571517,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
224,Peppered-Prawns-With-Leek-1586470,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
225,Vegan-Potstickers-with-Shiitakes_-Cabbage-and-Scallions-1077863,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
226,Asian-Slow-Roasted-Salmon-1614501,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
227,Chicken-Pad-Thai-1044993,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
228,Mouth-Watering-Coconut-Thai-Chicken-Curry-768592,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
229,Thai-Coconut-Peanut-Chicken-1621776,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
230,Shumai-with-Crab-and-Pork-1534235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
231,Dakdoritang-_Korean-spicy-chicken-stew_-1036387,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
232,Ayam-Masak-Merah-_Chicken-in-Spicy-Tomato-Sauce_-1455804,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
233,PF-Chang_s-Mongolian-Beef-Copycat-568230,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
234,Easy-veggie-stir-fry-370970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
235,STIR-FRIED-CHICKEN-WITH-LEMONGRASS-1680619,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
236,Pad-Thai-1179290,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
237,Authentic-Thai-chicken-curry-1548849,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
238,Spicy-Tofu-And-Edamame-Beans-1637171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
239,Pad-Grapow-_Thai-Basil-Chicken_-1626257,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
240,Pad-Thai-466684,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
241,Crunchy-Chicken-Satay-In-A-Pan-1628080,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
242,Ahi-Poke-Bowl-1631966,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
243,Ayam-Percik-_Baked-Chicken-in-Coconut-Sauce_-593869,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
244,Spring-Roll-Bowls-1637062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
245,Chop-Suey-1710464,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
246,Shrimp-fried-rice-348357,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
247,Japchae-_Chap-Chae_-497183,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
248,Korean-Beef-Bowl-496617,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
249,Tahini-Soba-Noodles-with-Bok-Choy-and-Edamame-1592318,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
250,Asian-pork-chops-with-thai-sesame-noodles-304199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
251,Amazing-Copycat-Orange-Chicken-1566818,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
252,Yangnyeom-Chicken-1564123,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
253,Chicken-Rendang-1621608,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
254,Easy-From-Scratch-Thai-Yellow-Curry-With-Fish-1635731,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
255,Mongolian-Beef---a-quick-and-easy-recipe_-1594786,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
256,Three-Pea-Ginger-Tofu-Stir-Fry-1691113,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
257,Green-Buddha-Bowl-1642358,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
258,Chicken-Yakisoba-1344395,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
259,Crock-Pot-Thai-Chicken-475822,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
260,Grilled-or-Pan-Fried-Marinated-Tofu-1146018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
261,Ochazuke-1597074,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
262,Chickpea-Kung-Pao-1064476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
263,Vegetable-Chow-Mein-1681027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
264,Gluten-Free-Tofu-_-Green-Bean-Stir-Fry-1568844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
265,Vegetable-Lo-Mein-1629348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
266,Lightened-Up-General-Tso_s-Chicken-1191794,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
267,Crunchy-honey-chicken-333905,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
268,Katsudon-_pork-Cutlet-Rice-Bowl_-480624,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
269,Savory-Sweet-Asian-Glazed-Pork-Kabobs-981162,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
270,Teriyaki-Chicken-Noodle-Bowls-1516618,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
271,Thai-Red-Chicken-Curry-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
272,Thai-Green-Curry-Shrimp-with-Asparagus-1097940,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
273,Ayam-Masak-Kicap-1120982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
274,Orange-Miso-Steak-513686,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
275,Stir-Fry-Vegetables-1269837,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
276,Honey-Sriracha-Tofu-1574659,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
277,Brown-rice-bowl-with-lemongrass_-tofu-and-cashews-308295,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
278,How-To-Make-Quick-Vietnamese-Beef-Pho-987655,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
279,Shrimp-Fried-Rice-II-1689780,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
280,Chicken-Stir-Fry-and-Yellow-Rice-1637414,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
281,Basil-chicken-in-coconut-sauce-335717,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
282,Ground-Beef-Bulgogi-1286788,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
283,Thai-Stir-fried-Chicken-With-Cashew-Nuts-1684025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
284,Quick-Beef-Stir-Fry-1608999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
285,Honey-Soy-Chicken-605100,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
286,Thai-Green-Chicken-Curry-1103472,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
287,Suon-Nuong-_Vietnamese-Pork-Chops_-442797,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
288,ASIAN-CHICKEN-SOFT-TACOS-1625101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
289,CrockPot-Korean-Ribs-1090743,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
290,Asian_style-Flank-Steak-Epicurious,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
291,Jet-Tilas-Drunken-Noodles-981419,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
292,Bulgogi-Recipe---Korean-Barbecue-Beef--960767,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
293,Thai-Pork-Patties-1074841,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
294,Healthy-Crockpot-Sesame-Chicken-676944,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
295,Simple-Sesame-Garlic-Buddha-Bowl-1593198,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
296,Asian-Steak-and-Peppers-1047817,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
297,Best-Mutton-Keema-Recipe-Lamb-Keema-1202489,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
298,Thai-ginger-chicken-stir-fry-_gai-pad-khing_-357803,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
299,Quinoa-_-Vegetable-Stir-Fry-685750,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
300,Honey-and-Wasabi-Salmon-984663,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
301,Lemongrass-Beef-1618496,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
302,Asian-Grilled-Flank-Steak-1632515,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
303,Garlicky-Shrimp-Stir-frywith-Shiitakes-and-Bok-Choy-1626935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
304,Grilled-Thai-Pork-Salad-1642586,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
305,General-Tsos-Chicken-_-4-Smartpoints-_-1565936,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
306,Pho-1634657,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
307,Korean-BBQ-Eggplant-Tacos-1679067,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
308,Asian-Noodles-with-Chicken-and-Vegetables-989582,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
309,Thai-Chicken-Fried-Rice-1572922,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
310,Curry-Kapitan-1683043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
311,Slow-Cooker-Asian-Chicken-Lettuce-Wraps-1595919,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
312,Easy-Miso-Chicken-Ramen-978732,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
313,Grilled-ginger-soy-pork-chops-309763,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
314,Sukiyaki-Beef-1513445,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
315,Vietnamese-Pork-Chops-1054249,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
316,Cheater-Pad-Thai-530614,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
317,Vietnamese-Crispy-Fish-with-Cilantro-1094137,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
318,Vietnamese-Style-Pork-Chops-with-Fresh-Herb-Salad-1679725,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0
319,Spicy-Seafood-Combo-1575527,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
320,Sweet-and-Spicy-Asian-Chicken-Tenders-1603043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
321,Stir-fried-Carrot-Noodles-with-Chicken-1631478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
322,Honey-Teriyaki-Chicken-1012017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
323,Thai-Coconut-Curry-Vegetables-_Meatless-Monday_-1690148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
324,Shrimp-Chow-Mein-1566383,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
325,Korean-bbq-ribs-365450,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
326,Spicy-Korean-Pork-Skewers-636616,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
327,Turmeric-Chicken-1630238,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
328,Lemongrass-Pork-Satay-441596,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
329,One-Pan-Spaghetti-Squash-Chow-Mein-_Grain-Free_-1595514,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
330,Japanese-Ramen-Noodles-1642817,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
331,Coconut-Chilli-Chicken-579077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
332,Sesame-Tofu-1045894,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
333,Ramen-Chicken-Noodle-Bowl-1637395,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
334,Thai-Spicy-Minced-Basil-Chicken-1571029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
335,Asian-Barbecue-Salman-1598279,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
336,Steamed-Bangus-with-Black-Bean-Garlic-Sauce-1642877,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
337,BRAISED-PORK-RIBS-WITH-BEAN-PASTE-1680585,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
